dashDB サービス (以前は Analytics Warehouse サービス、または BLU Acceleration サービスと呼ばれていました) は、IBM Bluemix 上でデータウェアハウジングとアナリティクスをサービスとして提供します。開発者は、クラウド内で提供される、極めて高速に動作する IBM BLU データベースのテクノロジーを利用して重要な分析アプリケーションを開発し、デプロイすることができます。IBM BLU 列指向データベースを活用し、Weka 統計分析ツールを使用してデータ・マイニング・アプリケーションを開発する方法を学んでください。,cloud
機械翻訳の機能を Bluemix アプリケーションに追加してください。ユーザーが入力したテキストを翻訳し、そのテキストに関してセンチメント分析を行うアプリケーションを、Node-RED と Machine Translation サービスを利用して作成してください。,cloud
MongoDB の特徴を活かして、MongoDB を利用した強力かつスケーラブルなクラウド・アプリケーションを作成してください。それがいかに簡単であるかを示すために、第 1 回では PHP/jQuery のアドレス帳アプリケーションを作成するプロセスを順に辿っていきます。このアプリケーションは、IBM Bluemix クラウドにホストされている MongoDB データベースを使用して、連絡先を保管および管理できるようにします。第 2 回では、複数のユーザーを追加する方法と、アプリケーションを Bluemix にデプロイする方法を紹介します。言うまでもなく、完全にモバイル対応にするので、アプリケーションを Bluemix にデプロイすると、すぐにタブレットやスマートフォンで使い始めることができます。,cloud
結合テスト、データ管理、コンテンツ管理、アプリケーションの品質、アプリケーションのインフラストラクチャーといった分野からのセレクションをはじめとし、IBM Bluemix のもうすぐ一般向けになる最新のボイラープレートとサービスを調べてください。,cloud
IBM Bluemix 上で使用可能な IBM Mobile Data for Bluemix サービスを利用して iOS アプリケーションを作成してください。この複数回の連載では、それぞれの回で新しいサービスを紹介しながら少しずつアプリケーションを作成していきます。今回のチュートリアルには、デモ、サンプル・コード、BlueList iOS アプリケーションを作成するための完全な手順が含まれています。これまでに学んだことを活かして、IBM Mobile Data for Bluemix サービス、IBM Cloud Code for Bluemix サービス、IBM Push for Bluemix サービスを皆さん独自のアプリケーションに統合することができます。,cloud
このチュートリアルでは、Single Sign On サービスを利用することで、IBM Bluemix アプリケーションにユーザー認証を追加する方法を紹介します。Node.js アプリケーションを作成してデプロイする方法、Single Sign On サービスをアプリケーションにバインドする方法、LinkedIn、Facebook、Google+ などの人気の ID ソースや、カスタムのクラウド・ディレクトリーをアプリケーションに追加する方法を学んでください。,cloud
IBM developerWorks のシリーズ第一弾となるこの動画では、IBM の著名な女性テクニカル・リーダーたちが、さまざまな技術トピックについて、自らの経験と洞察を語っています。,cloud
David Barnes が NY Tech Meetup で行った、Sphero を使った Bluemix のデモを見てください。Bluemix は IBM の Platform as a Service オファリングであると同時に、IBM のクラウド戦略の中心的な存在です。,cloud
IBM Bluemix は、IBM による最新のクラウド・オファリングです。Bluemix は PaaS (Platform as a Service) オファリングであり、そのベースとなっているのは Cloud Foundry オープンソース・プロジェクトです。Cloud Foundry オープンソース・プロジェクトは、クラウド・アプリケーションへの統合が容易なエンタープライズ・レベルの機能とサービスを提供します。この記事では、Bluemix と Cloud Foundry の概要、そしてこの 2 つの違いについて説明します。また、Bluemix カタログから選択可能な Bluemix のサービスの一部についても一覧にして示します。,cloud
Android および iOS 向けの Xamarin.Forms アプリを開発し、IBM MobileFirst Platform と統合する方法を説明したこの動画を視聴することで、その方法を理解してください。,cloud
IBM Internet of Things Foundation を利用してデバイスとアプリケーションを相互接続する実践プロジェクトを通して、モノのインターネットについて理解してください。このチュートリアルでは、実行中の IBM Bluemix アプリケーションのアップタイムと、このアプリケーションへのアクセス時間をモニタリングするように Raspberry Pi 2 をセットアップして、Bluemix にデプロイできるグラフ作成アプリケーションにそのモニタリング結果を取り込みます。さらに、この Raspberry Pi 2 モニターをリモートで制御するデスクトップ・アプリケーションのコーディングを行います。,cloud
IBM MobileFirst ネイティブ iOS SDK を使用して Apple Watch アプリを開発する方法を説明したこの動画を視聴することで、その方法を理解してください。,cloud
IBM MobileFirst ネイティブ iOS SDK を使用して Apple Watch アプリを開発する方法を説明したこの動画を視聴することで、その方法を理解してください。,cloud
IBM Power Virtualization Center Express Edition (PowerVC) は、Power Systems の SDE (Software Defined Environment: ソフトウェアで定義された環境) やクラウド・インフラストラクチャーで容易に仮想リソースを作成して管理できるように設計された、IaaS クラウド・ソリューションです。主に OpenStack をベースとする PowerVC には、OpenStack の業界標準アプリケーション・プログラミング・インターフェースが組み込まれています。OpenStack の各コンポーネントの API と、その API が役立つタスクについて学んでください。,cloud
この記事で紹介するのは、IBM Bluemix を使用してビジネス・プロセス・マネジメント・ソリューションを実現する方法を取り上げた、developerWorks に公開済みのコンテンツから、編集者が選んだ 7 本です。Bluemix の Workflow サービスや Business Rules サービスを利用する場合であろうと、IBM Watson 関連のサービスを IBM Business Process Manager 環境に統合する場合であろうと、Bluemix や現在のビジネス・プロセス・マネジメント・ソリューションに取り掛かる方法には、さまざまな方法があります。,cloud
iOS アプリ用にエンタープライズ規模の継続的ビルド・システムを実装してください。IBM Apple Solutions Team が、このシステムの継続的ビルド機能をカスタマイズするために IBM UrbanCode Deploy をどのように使用したかを理解してください。,cloud
ハッカソンは、通常は短期間で集中的に行われる共同開発作業のイベントであり、その作業対象は特定の問題を引き起こす原因となる部分や、特定のトピックに関するものであることがほとんどです。ハッカソンの基本的な考えは、何かを迅速に行って完成させることであり、もちろんそれによって、審査員の心を大きく揺り動かすことです。期間が短いことから、基本的な機能 (例えば、Facebook での認証や、e-メールまたはテキストの送信など) を組み込むと同時に、メインの目標でも大きな進展を果たすのは簡単なことではありません。GitHub でホストされている、Sahat Yalkabov 氏らによる Hackathon Starter プロジェクトには、ハッカソンの取り組みのベースとして使用できる、充実した機能が揃っています。IBM Bluemix DevOps Services は Web でのコラボレーション型開発環境と、継続的デリバリー・パイプラインを提供する一方で、IBM Bluemix は、このサービスを実行するために必要なクラウド・ホスティングを提供することから、この 2 つはハッカソンを成功させる上で完璧な組み合わせです。この記事では、Bluemix DevOps Services を利用して、Hackathon Starter の最新バージョンのソースから独自の Hackathon Starter を立ち上げ、コードに変更が加えられるたびに、その変更を自動的に Bluemix PaaS にデプロイする方法を説明します。,cloud
モバイル Web アプリケーションは、よく知られた Web 技術を使用しており、端末の種類が異なっても確実に動作することから、ますます広く利用されるようになっています。この記事では、PHP、MySQL、AngularJS を使用してモバイル対応のカロリー・カウンター・アプリケーションを作成し、即座に IBM<!--&lt;reg/&gt;--> Bluemix<!--&lt;trade/&gt;--> にデプロイする方法を紹介します。このアプリケーションでは、Slim PHP マイクロフレームワークを使用して Nutritionix API との通信を行って情報を取得し、ユーザー・インターフェースには jQuery Mobile を使用します。これらは、Cloud Foundry PHP ビルド・パックおよびバインドされた MySQL および SendGrid サービス・インスタンスとともに使用されます。,cloud
画像などの中から物体を検出することを物体認識と言います。今回は IBM Watson Developer Cloud が Bluemix 上で提供しているサービスの一つ Visual Recognition を用いて、物体認識を行ってみましたので、その方法を簡単に紹介します。,cloud
データ・ストレージは、もはやウェアハウジングの問題ではありません。至るところにデータが存在する新しい世界では、暗黙のうちにデータの検索や、データへのアクセス、データの利用を効率的に行える方法が潜在しています。これらのデータの多くはクラウド上に存在するため、クラウド・プラットフォーム内でデータ・ストレージの結びつきが弱くならないよう、データ・ストレージを最適化する方法を知っておく必要があります。ストレージ手法とソフトウェア・ツールを利用することによって、データおよびデータベースの最適化を実現できるだけでなく、ソフトウェア・レイヤーから仮想化データ・ストレージを管理することもできます。この記事では、ストレージ最適化ツールが果たす役割を探ります。,cloud
IBM Bluemix 上で Mobile Data サービスと Push サービスを利用して、ユーザーが摂取および消費するカロリーをモニターする Android アプリを作成してください。リマインダーは、プッシュ通知として送信されます。,cloud
React ライブラリーと Material-UI コンポーネントを使用して、IBM Bluemix 上で IBM Watson のサービスを探るアプリを作成してください。,cloud
この記事では、自分が使用している IBM SoftLayer 仮想サーバー上にベーシックな WordPress ブログをセットアップできるようにします。,cloud
このチュートリアルでは、ブラウザーから離れることなく、クラウド内でアプリを開発、デバッグ、デプロイするために Bluemix Live Edit、Bluemix Debug、そして Bluemix シェルを使用する方法を紹介します。,cloud
利用できる各種のクラウド・コンピューティング・システムと、クラウド・インフラストラクチャーをベースとした実際のアプリケーション・デプロイメントに役立つベスト・プラクティスを詳しく探ってください。,cloud
簡単な DevOps ソリューションが必要であるなら、まさに IBM Bluemix がうってつけです。,cloud
この IBM Bluemix DevOps Services を紹介する 4 部構成のシリーズでは、Bluemix DevOps Services を使用して時間を節約する方法がわかります。パート 4 では、迅速かつ容易に単純なアプリケーションをデプロイし、Bluemix のサービスを利用するアプリケーションもデプロイし、Bluemix の新しいサービスを利用するコードを作成し、マルチステージ・デリバリー・パイプラインを構成します。そしてセットアップ不要の Web IDE を試し、アジャイル・プランニング・ツールを使用する方法を学びます。おまけとして、オンライン・ストアでの商品の価格を自動的にチェックしてくれるアプリケーションを手に入れることができます。このアプリケーションがあれば、お気に入りの商品がセールに出されているかどうかを確かめるために Web を見て回る必要がなくなります。,cloud
この Bluemix と Bluemix DevOps Services を紹介する 4 部構成のシリーズでは、これらの製品を使用して時間を節約する方法がわかります。また、迅速かつ容易に単純なアプリケーションをデプロイする方法、Bluemix のサービスを利用するアプリケーションをデプロイする方法、そして Bluemix の新しいサービスを利用するコードを作成する方法について学びます。セットアップ不要の Web IDE を試し、アジャイルな計画ツールを使用する方法を学ぶこともできます。このシリーズのサンプルに取り組むことで一連の知識を得られるだけでなく、おまけとして、オンライン・ストアで商品の価格を自動的にチェックしてくれるアプリケーションを手に入れることができます。このアプリケーションがあれば、お気に入りの商品がセールに出されているかどうかを確かめるために Web を見て回る必要がなくなります！,cloud
この Bluemix と Bluemix DevOps Services を紹介する 4 部構成のシリーズでは、これらの製品を使用して時間を節約する方法がわかります！パート 3 では、パート 1 で作成した単純なアプリケーションと、パート 2 でデプロイした Bluemix のサービスを利用するアプリケーションを使用して、Bluemix の新しいサービスを利用するコードを作成する方法を学びます。セットアップ不要の Web IDE を試し、アジャイルな計画ツールを使用する方法を学ぶこともできます。そして締めくくりとして、オンライン・ストアでの商品の価格を自動的にチェックしてくれるアプリケーションを作成することで、お気に入りの商品がセールに出されているかどうかを確かめるために Web を見て回る必要がなくなるようにします！,cloud
この Bluemix と Bluemix DevOps Services を紹介する 4 部構成のシリーズでは、これらの製品を使用して時間を節約する方法がわかります！パート 2 では、パート 1 で作成した単純なアプリケーションを使用して、Bluemix のサービスを利用するアプリケーションをデプロイする方法を学びます。続くパート 3 では、Bluemix の新しいサービスを利用するコードを作成する方法を学びます。パート 4 では、チームのメンバーがコードをプロジェクトのリポジトリーにプッシュすると自動的にアプリが Bluemix にデプロイされるようにするために、Delivery Pipeline サービスを利用する方法を説明します。,cloud
このチュートリアルでは、Bluemix の SSO サービスを利用して Liberty に対応した認証を行う手法を紹介します。ユーザー・ログインに Bluemix の SSO サービスを利用するサンプル・アプリケーションを作成してください。このサンプル・アプリケーションは、認証に成功すると Liberty サーバーが必要なオブジェクト (Subject、Principal、Session) をすべて作成する Liberty アプリケーションで、Bluemix の SSO 機能を利用することができます。そして、認証メカニズムがアプリケーション・コードから抽象化されるように、SSO サービスを利用した JAAS 認証を使用します。,cloud
